[[Snapshot 0] [Node /windows/system32/searchindexer.exe_2476] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/searchindexer.exe_2476 | label=0 | frequency=4
[[Snapshot 48] [Node play.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=play.google.com | label=0 | frequency=12
[[Snapshot 48] [Node securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_201812061.js?21062473] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_201812061.js?21062473 | label=0 | frequency=1
[[Snapshot 48] [Node bidder.criteo.com/cdb?ptv=63&profileid=184&cb=33207326266] type=6 | type_name=NetFlowObject | properties=bidder.criteo.com/cdb?ptv=63&profileid=184&cb=33207326266 | label=0 | frequency=2
[[Snapshot 48] [Node session_54.239.17.112_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_54.239.17.112_443 | label=0 | frequency=1
[[Snapshot 48] [Node session_192.168.223.130_52261] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_52261 | label=0 | frequency=3
[[Snapshot 48] [Node securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=570663822770425&correlator=2456109289354147&output=json_html&callback=googletag.impl.pubads.callbackproxy1&impl=fifs&adsid=nt&json_a=1&eid=21060637%2c21061863%2c21062473%2c21062421%2c21062698&vrg=201812061&guci=2.2.0.0.2.2.0.0&plat=1%3a1081352%2c2%3a1081352&sc=1&sfv=1-0-31&iu_parts=133596308%2cnewsweek%2ctop%2cbottom%2cright1%2cright2%2cright3%2cright4%2coop1%2coop2%2coop3&enc_prev_ius=%2f0%2f1%2f2%2c%2f0%2f1%2f3%2c%2f0%2f1%2f4%2c%2f0%2f1%2f5%2c%2f0%2f1%2f6%2c%2f0%2f1%2f7%2c%2f0%2f1%2f8%2c%2f0%2f1%2f9%2c%2f0%2f1%2f10&prev_iu_szs=320x50%7c728x90%7c970x250%7c970x400%2c320x50%7c728x90%2c320x50%7c300x250%7c300x600%7c300x1050%7c336x280%7c1x1%2c320x50%7c300x250%7c300x600%7c336x280%7c1x1%2c320x50%7c300x250%7c300x600%7c336x280%7c160x600%2c320x50%7c300x250%7c300x600%7c336x280%7c160x600%2c1x1%2c1x1%2c1x1&fluid=height%2cheight%2cheight%2cheight%2cheight%2cheight%2c0%2c0%2c0&ists=7&prev_scp=pos%3dtop%26amznbid%3d2%26amznp%3d2%7cpos%3dbottom%26amznbid%3d2%26amznp%3d2%7cpos%3dright1%26amznbid%3d2%26amznp%3d2%7cpos%3dright2%26amznbid%3d2%26amznp%3d2%7cpos%3dright3%26amznbid%3d2%26amznp%3d2%7cpos%3dright4%26amznbid%3d2%26amznp%3d2%7cpos%3doop1%7cpos%3doop2%7cpos%3doop3&eri=1&cust_params=article_id%3d1265696%26focus%3dy%26amp%3dn%26refresh%3dn%26content%3dnews%26video%3dy%26video_type%3drelated%26layout%3dweb%26paragraphs%3d12%26total_ads%3d6%26page_type%3darticle%26w1200%3dn%26referrer%3dexternal%26ts%3dnonpromoted%26trsource%3ddirect%26adunit%3dnewsweek%252fworld%252farticles%26abt%3d2%26nopassfq%3dn%26cat%3dnwus-world%26adexclusion%3d%257cnmg%257c%2520level%25202%2520brand%2520safety%2520net&cookie=id%3dfbef4c0bbde281a5%3at%3d1545427929%3as%3dalni_mbtpvkrlasdbdnnk5nc5foxrxmyuw&bc=13&lmt=1545427657&dt=1545427953417&dlt=1545427926231&idt=27083&frm=20&biw=1007&bih=576&oid=3&adxs=140%2c30%2c681%2c681%2c681%2c681%2c503%2c503%2c503&adys=10%2c3512%2c283%2c1399%2c1862%2c2132%2c4713%2c4733%2c4753&adks=1466144580%2c4039178106%2c3767532427%2c723521333%2c3465272432%2c2733708796%2c2408491913%2c3801048235%2c1086168838&ucis=1%7c2%7c3%7c4%7c5%7c6%7c7%7c8%7c9&gut=v2&ifi=1&u_tz=-300&u_his=1&u_h=864&u_w=1536&u_ah=826&u_aw=1536&u_cd=24&u_sd=1.25&flash=0&url=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&dssz=44&icsg=58884096&std=21&vis=1&scr_x=0&scr_y=0&psz=-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1&msz=-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1&ga_vid=1651902817.1545427924&ga_sid=1545427953&ga_hid=428750698&fws=4%2c4%2c4%2c4%2c4%2c4%2c4%2c4%2c4] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=570663822770425&correlator=2456109289354147&output=json_html&callback=googletag.impl.pubads.callbackproxy1&impl=fifs&adsid=nt&json_a=1&eid=21060637%2c21061863%2c21062473%2c21062421%2c21062698&vrg=201812061&guci=2.2.0.0.2.2.0.0&plat=1%3a1081352%2c2%3a1081352&sc=1&sfv=1-0-31&iu_parts=133596308%2cnewsweek%2ctop%2cbottom%2cright1%2cright2%2cright3%2cright4%2coop1%2coop2%2coop3&enc_prev_ius=%2f0%2f1%2f2%2c%2f0%2f1%2f3%2c%2f0%2f1%2f4%2c%2f0%2f1%2f5%2c%2f0%2f1%2f6%2c%2f0%2f1%2f7%2c%2f0%2f1%2f8%2c%2f0%2f1%2f9%2c%2f0%2f1%2f10&prev_iu_szs=320x50%7c728x90%7c970x250%7c970x400%2c320x50%7c728x90%2c320x50%7c300x250%7c300x600%7c300x1050%7c336x280%7c1x1%2c320x50%7c300x250%7c300x600%7c336x280%7c1x1%2c320x50%7c300x250%7c300x600%7c336x280%7c160x600%2c320x50%7c300x250%7c300x600%7c336x280%7c160x600%2c1x1%2c1x1%2c1x1&fluid=height%2cheight%2cheight%2cheight%2cheight%2cheight%2c0%2c0%2c0&ists=7&prev_scp=pos%3dtop%26amznbid%3d2%26amznp%3d2%7cpos%3dbottom%26amznbid%3d2%26amznp%3d2%7cpos%3dright1%26amznbid%3d2%26amznp%3d2%7cpos%3dright2%26amznbid%3d2%26amznp%3d2%7cpos%3dright3%26amznbid%3d2%26amznp%3d2%7cpos%3dright4%26amznbid%3d2%26amznp%3d2%7cpos%3doop1%7cpos%3doop2%7cpos%3doop3&eri=1&cust_params=article_id%3d1265696%26focus%3dy%26amp%3dn%26refresh%3dn%26content%3dnews%26video%3dy%26video_type%3drelated%26layout%3dweb%26paragraphs%3d12%26total_ads%3d6%26page_type%3darticle%26w1200%3dn%26referrer%3dexternal%26ts%3dnonpromoted%26trsource%3ddirect%26adunit%3dnewsweek%252fworld%252farticles%26abt%3d2%26nopassfq%3dn%26cat%3dnwus-world%26adexclusion%3d%257cnmg%257c%2520level%25202%2520brand%2520safety%2520net&cookie=id%3dfbef4c0bbde281a5%3at%3d1545427929%3as%3dalni_mbtpvkrlasdbdnnk5nc5foxrxmyuw&bc=13&lmt=1545427657&dt=1545427953417&dlt=1545427926231&idt=27083&frm=20&biw=1007&bih=576&oid=3&adxs=140%2c30%2c681%2c681%2c681%2c681%2c503%2c503%2c503&adys=10%2c3512%2c283%2c1399%2c1862%2c2132%2c4713%2c4733%2c4753&adks=1466144580%2c4039178106%2c3767532427%2c723521333%2c3465272432%2c2733708796%2c2408491913%2c3801048235%2c1086168838&ucis=1%7c2%7c3%7c4%7c5%7c6%7c7%7c8%7c9&gut=v2&ifi=1&u_tz=-300&u_his=1&u_h=864&u_w=1536&u_ah=826&u_aw=1536&u_cd=24&u_sd=1.25&flash=0&url=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&dssz=44&icsg=58884096&std=21&vis=1&scr_x=0&scr_y=0&psz=-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1&msz=-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1&ga_vid=1651902817.1545427924&ga_sid=1545427953&ga_hid=428750698&fws=4%2c4%2c4%2c4%2c4%2c4%2c4%2c4%2c4 | label=0 | frequency=1
[[Snapshot 48] [Node session_192.168.223.130_60480] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_60480 | label=0 | frequency=6
[[Snapshot 48] [Node session_192.168.223.130_52316] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_52316 | label=0 | frequency=6
[[Snapshot 48] [Node www.facebook.com/tr/] type=6 | type_name=NetFlowObject | properties=www.facebook.com/tr/ | label=0 | frequency=2
[[Snapshot 48] [Node www.facebook.com/tr/?id=405181266572359&ev=pageview&dl=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&rl=&if=false&ts=1545427955225&sw=1536&sh=864&v=2.8.35&r=stable&ec=0&o=30&fbp=fb.1.1545427955216.1799244544&it=1545427946403&coo=false] type=6 | type_name=NetFlowObject | properties=www.facebook.com/tr/?id=405181266572359&ev=pageview&dl=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&rl=&if=false&ts=1545427955225&sw=1536&sh=864&v=2.8.35&r=stable&ec=0&o=30&fbp=fb.1.1545427955216.1799244544&it=1545427946403&coo=false | label=0 | frequency=1
[[Snapshot 48] [Node www.facebook.com/tr/?id=496391994180701&ev=pageview&dl=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&rl=&if=false&ts=1545427955218&sw=1536&sh=864&v=2.8.35&r=stable&ec=0&o=30&fbp=fb.1.1545427955216.1799244544&it=1545427946403&coo=false] type=6 | type_name=NetFlowObject | properties=www.facebook.com/tr/?id=496391994180701&ev=pageview&dl=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&rl=&if=false&ts=1545427955218&sw=1536&sh=864&v=2.8.35&r=stable&ec=0&o=30&fbp=fb.1.1545427955216.1799244544&it=1545427946403&coo=false | label=0 | frequency=1
[[Snapshot 48] [Node securepubads.g.doubleclick.net/pcs/view?xai=akaojsvkeo3prt6fxh5g0q-92ywt_obyptxcrqlqsr-nkor3evytdidnh3bwyhq7q2o8eauujafksw7iemyjenaza1un4312jrvjpakpmiqjgxfkbtnqficqtkqjaznumviz58iguerfeobz4bxjf7g0xvssfz-9cnxiqr7ndhvzagva-mxfa0g4wojovkwqx7iqnaxu_vwdp-efzlnvzfbab8uuec9pgr73q8aifepzaawefallum1rdkgtih6lgvrtstvcrg&sai=amfl-yqimdmmh9nppzgfo9xljd9z1guldbtvojpxnm9skizlwn2dblrnd3vgxaabrwqun7mchmrp8l96e7bv8z_fm91k_dmm1v_gaw-trwfdsw&sig=cg0arkjszn_go0h8ew5jeae&adurl=] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/pcs/view?xai=akaojsvkeo3prt6fxh5g0q-92ywt_obyptxcrqlqsr-nkor3evytdidnh3bwyhq7q2o8eauujafksw7iemyjenaza1un4312jrvjpakpmiqjgxfkbtnqficqtkqjaznumviz58iguerfeobz4bxjf7g0xvssfz-9cnxiqr7ndhvzagva-mxfa0g4wojovkwqx7iqnaxu_vwdp-efzlnvzfbab8uuec9pgr73q8aifepzaawefallum1rdkgtih6lgvrtstvcrg&sai=amfl-yqimdmmh9nppzgfo9xljd9z1guldbtvojpxnm9skizlwn2dblrnd3vgxaabrwqun7mchmrp8l96e7bv8z_fm91k_dmm1v_gaw-trwfdsw&sig=cg0arkjszn_go0h8ew5jeae&adurl= | label=0 | frequency=1
[[Snapshot 48] [Node pixel.adsafeprotected.com/jload?anid=922375&campid=300x250&pubid=4439653172&chanid=21736847622&placementid=4422502293&pubcreative=138241198007&puborder=2142884543&cb=1079100290] type=6 | type_name=NetFlowObject | properties=pixel.adsafeprotected.com/jload?anid=922375&campid=300x250&pubid=4439653172&chanid=21736847622&placementid=4422502293&pubcreative=138241198007&puborder=2142884543&cb=1079100290 | label=0 | frequency=1
[[Snapshot 48] [Node q.quora.com/_/ad/1a5e8b543c1047838352d19763517a4b/pixel?j=1&u=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&tag=viewcontent&ts=1545427956490] type=6 | type_name=NetFlowObject | properties=q.quora.com/_/ad/1a5e8b543c1047838352d19763517a4b/pixel?j=1&u=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&tag=viewcontent&ts=1545427956490 | label=0 | frequency=1
[[Snapshot 48] [Node q.quora.com] type=3 | type_name=NETFLOW_OBJECT | properties=q.quora.com | label=0 | frequency=2
[[Snapshot 48] [Node 52734] type=3 | type_name=NETFLOW_OBJECT | properties=52734 | label=0 | frequency=1
[[Snapshot 48] [Node connection_192.168.223.130_74.119.119.69] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_74.119.119.69 | label=0 | frequency=3
[[Snapshot 48] [Node bttrack.com/pixel/cookiesync?source=0b0edea9-c9fe-4b9c-9bcd-a51022f2873f&publisherid=zjy4ndgyndc3mgjjowi3yjrlmtjhowy2zjk1njdimmq=&pushdata=109&secure=1] type=6 | type_name=NetFlowObject | properties=bttrack.com/pixel/cookiesync?source=0b0edea9-c9fe-4b9c-9bcd-a51022f2873f&publisherid=zjy4ndgyndc3mgjjowi3yjrlmtjhowy2zjk1njdimmq=&pushdata=109&secure=1 | label=0 | frequency=1
[[Snapshot 48] [Node ib.adnxs.com/getuid?https%3a%2f%2fcm.revcontent.com%2fpixel_sync%3fbidder%3d115%26bidder_uid%3d%24uid%26exchange_uid%3dzjy4ndgyndc3mgjjowi3yjrlmtjhowy2zjk1njdimmq=&geo=35] type=6 | type_name=NetFlowObject | properties=ib.adnxs.com/getuid?https%3a%2f%2fcm.revcontent.com%2fpixel_sync%3fbidder%3d115%26bidder_uid%3d%24uid%26exchange_uid%3dzjy4ndgyndc3mgjjowi3yjrlmtjhowy2zjk1njdimmq=&geo=35 | label=0 | frequency=1
[[Snapshot 48] [Node s.amazon-adsystem.com/iu3?cm3ppd=1&d=dtb-pub&csif=t&dl=rbd_brt_oath_snb_ox_dm_an_sovrn_dmx_3lift&dcc=t] type=6 | type_name=NetFlowObject | properties=s.amazon-adsystem.com/iu3?cm3ppd=1&d=dtb-pub&csif=t&dl=rbd_brt_oath_snb_ox_dm_an_sovrn_dmx_3lift&dcc=t | label=0 | frequency=1
[[Snapshot 48] [Node pixel.adtechium.com/cm/sync?xuid=zjy4ndgyndc3mgjjowi3yjrlmtjhowy2zjk1njdimmq=&cb=https%3a%2f%2fcm.revcontent.com%2fpixel_sync%3fexchange_uid%3dzjy4ndgyndc3mgjjowi3yjrlmtjhowy2zjk1njdimmq=%26bidder%3d2%26bidder_uid%3d__buid__&xchg=rc1] type=6 | type_name=NetFlowObject | properties=pixel.adtechium.com/cm/sync?xuid=zjy4ndgyndc3mgjjowi3yjrlmtjhowy2zjk1njdimmq=&cb=https%3a%2f%2fcm.revcontent.com%2fpixel_sync%3fexchange_uid%3dzjy4ndgyndc3mgjjowi3yjrlmtjhowy2zjk1njdimmq=%26bidder%3d2%26bidder_uid%3d__buid__&xchg=rc1 | label=0 | frequency=1
[[Snapshot 48] [Node g.cwkuki.com/cs/d8f2l?u=zjy4ndgyndc3mgjjowi3yjrlmtjhowy2zjk1njdimmq=] type=6 | type_name=NetFlowObject | properties=g.cwkuki.com/cs/d8f2l?u=zjy4ndgyndc3mgjjowi3yjrlmtjhowy2zjk1njdimmq= | label=0 | frequency=1
[[Snapshot 48] [Node s.amazon-adsystem.com/] type=6 | type_name=NetFlowObject | properties=s.amazon-adsystem.com/ | label=0 | frequency=1
[[Snapshot 48] [Node securepubads.g.doubleclick.net/pcs/view?xai=akaojsvgultxwhfmbdetjvu-0_swa27r_obdwrysjdsi7lgcvsplwez-f_hyuwskudxincde_toafwh_li-z74lfn9bq8r4ehchnvjv4bzasl0pck2pjz3dsbhokagojz_ovbuxmwlp8rwxzuiacxbv3uych5fjsmp17lupuelpbwytxhzybppqfuv2ztzm4ipjsgmlqrnkxb3zjkq-jlxc8biog10pztggczzxmbl5lldd6b7vg6wbvecmge5c0xq5i5qd9vzvqqtocbdlqpnvv2p6p718c&sai=amfl-ytngm9r3jt_t8pksgrbsh2tlprtudvpwodo4l9klbtmp9u8jqwkfjhczhmaatf6knsirrhaa8eqgr3xs-gi1hlsjg2q2hgmwawnuamwiq&sig=cg0arkjszcljmmqejbndeae&urlfix=1&adurl=] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/pcs/view?xai=akaojsvgultxwhfmbdetjvu-0_swa27r_obdwrysjdsi7lgcvsplwez-f_hyuwskudxincde_toafwh_li-z74lfn9bq8r4ehchnvjv4bzasl0pck2pjz3dsbhokagojz_ovbuxmwlp8rwxzuiacxbv3uych5fjsmp17lupuelpbwytxhzybppqfuv2ztzm4ipjsgmlqrnkxb3zjkq-jlxc8biog10pztggczzxmbl5lldd6b7vg6wbvecmge5c0xq5i5qd9vzvqqtocbdlqpnvv2p6p718c&sai=amfl-ytngm9r3jt_t8pksgrbsh2tlprtudvpwodo4l9klbtmp9u8jqwkfjhczhmaatf6knsirrhaa8eqgr3xs-gi1hlsjg2q2hgmwawnuamwiq&sig=cg0arkjszcljmmqejbndeae&urlfix=1&adurl= | label=0 | frequency=1
[[Snapshot 48] [Node securepubads.g.doubleclick.net/pcs/view?xai=akaojssln7pdscmohcd1cy5nv4ughhjhlrpszq60t9xe1h_xpy5a8tphlmfesyzyrtp2irgz5lizudsyi9juufuwtgawftc_pqjdnl-rc4k_cf1dlksohbpqo3j82oyxp4zoxszrose526wynceks2yjeuuya-dntbdidsysm8gnwzvg88fbmx9st0pnvk8uslmbhyop9h8ivuurlmqx4jwu13u5aomvp9eofegjocfi9esq7tc2r3sl0hsnfqjmeizdhw0eesyqpg&sai=amfl-yqs4jlxmihdfu84p8rbmvwmmze9zgdcqv59aarf6763tl5fj4nkolpcygkkbfhfasrfsjndjbwwu5qgowjcicjzewysojcvqfqstobnzq&sig=cg0arkjszcenexepmthbeae&urlfix=1&adurl=] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/pcs/view?xai=akaojssln7pdscmohcd1cy5nv4ughhjhlrpszq60t9xe1h_xpy5a8tphlmfesyzyrtp2irgz5lizudsyi9juufuwtgawftc_pqjdnl-rc4k_cf1dlksohbpqo3j82oyxp4zoxszrose526wynceks2yjeuuya-dntbdidsysm8gnwzvg88fbmx9st0pnvk8uslmbhyop9h8ivuurlmqx4jwu13u5aomvp9eofegjocfi9esq7tc2r3sl0hsnfqjmeizdhw0eesyqpg&sai=amfl-yqs4jlxmihdfu84p8rbmvwmmze9zgdcqv59aarf6763tl5fj4nkolpcygkkbfhfasrfsjndjbwwu5qgowjcicjzewysojcvqfqstobnzq&sig=cg0arkjszcenexepmthbeae&urlfix=1&adurl= | label=0 | frequency=1
[[Snapshot 48] [Node 74.119.119.69] type=3 | type_name=NETFLOW_OBJECT | properties=74.119.119.69 | label=0 | frequency=3
[[Snapshot 48] [Node connection_192.168.223.130_172.217.1.46] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_172.217.1.46 | label=0 | frequency=4
[[Snapshot 48] [Node session_216.58.192.197_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_216.58.192.197_443 | label=0 | frequency=1
[[Snapshot 48] [Node tpc.googlesyndication.com/simgad/16731743107675737126] type=6 | type_name=NetFlowObject | properties=tpc.googlesyndication.com/simgad/16731743107675737126 | label=0 | frequency=1
[[Snapshot 48] [Node tpc.googlesyndication.com/pagead/js/r20181205/r20110914/abg_lite.js] type=6 | type_name=NetFlowObject | properties=tpc.googlesyndication.com/pagead/js/r20181205/r20110914/abg_lite.js | label=0 | frequency=1
[[Snapshot 48] [Node securepubads.g.doubleclick.net/pcs/view?xai=akaojsuxjxx9svggq2lr_j0ih1y6efrus_ih-aqjyigrnldhzcj0anwpff1bc_hk5ptr7drary3sdudjp-uttd_iv1ol2j-paeriowh78snauympl4oryifu8zgxrfzhypvkckrc8oy4tvt5_54eiqrpz6vecxrccgw331aakhnth8etqq7kkk46ieam2wlfvn4lmdm9iryyjf3icd6zyhspf3bfjh8rrukhqcoikva54lx0cp9qwelwujdnmxcrla-tjbgv9vh8kq&sai=amfl-yso3mn1hly5ykd-nidhvkrywwxv6zhuf7e7mquunoospsf5oiwf6-owf3z8iezagy7fytp1uxfyjol_suy6onlwgvjy_mx_wcfaqphqoa&sig=cg0arkjszje5i97mcbwjeae&urlfix=1&adurl=] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/pcs/view?xai=akaojsuxjxx9svggq2lr_j0ih1y6efrus_ih-aqjyigrnldhzcj0anwpff1bc_hk5ptr7drary3sdudjp-uttd_iv1ol2j-paeriowh78snauympl4oryifu8zgxrfzhypvkckrc8oy4tvt5_54eiqrpz6vecxrccgw331aakhnth8etqq7kkk46ieam2wlfvn4lmdm9iryyjf3icd6zyhspf3bfjh8rrukhqcoikva54lx0cp9qwelwujdnmxcrla-tjbgv9vh8kq&sai=amfl-yso3mn1hly5ykd-nidhvkrywwxv6zhuf7e7mquunoospsf5oiwf6-owf3z8iezagy7fytp1uxfyjol_suy6onlwgvjy_mx_wcfaqphqoa&sig=cg0arkjszje5i97mcbwjeae&urlfix=1&adurl= | label=0 | frequency=1
[[Snapshot 48] [Node securepubads.g.doubleclick.net/pcs/view?xai=akaojsukze1ydkydwayduds0xafoauwtdsxxk7ybecjn0yfmrwt0pkechzpngzn8ubolpbcccz9iepvuw5dbedi0aowitwtxajok_tnoxyzicpd8ouwxj19s8iyrjvekw3_suugveemxa0x2jgnkxbdq8ncbrx29mi_rvedaeeufxuiuljjkxwx8xzefhc3udmqzmaowhgheu1abeep23njpu5azauyzvxmp9utv8oa3hxwbsp0lchyioueq_r7ooqyt5qaxzfzv4xactdq8fhcqrk-wd3bw&sai=amfl-ysn-x-det0xxty_hotfh_dzl8fvfsf3ar96jj-27gdldn8vqzzo2wmejjnsvlyk5luodq6yk5gnv1f4y45kdvz8rkaafx32aoorsusqhw&sig=cg0arkjszioyypqvo06keae&urlfix=1&adurl=] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/pcs/view?xai=akaojsukze1ydkydwayduds0xafoauwtdsxxk7ybecjn0yfmrwt0pkechzpngzn8ubolpbcccz9iepvuw5dbedi0aowitwtxajok_tnoxyzicpd8ouwxj19s8iyrjvekw3_suugveemxa0x2jgnkxbdq8ncbrx29mi_rvedaeeufxuiuljjkxwx8xzefhc3udmqzmaowhgheu1abeep23njpu5azauyzvxmp9utv8oa3hxwbsp0lchyioueq_r7ooqyt5qaxzfzv4xactdq8fhcqrk-wd3bw&sai=amfl-ysn-x-det0xxty_hotfh_dzl8fvfsf3ar96jj-27gdldn8vqzzo2wmejjnsvlyk5luodq6yk5gnv1f4y45kdvz8rkaafx32aoorsusqhw&sig=cg0arkjszioyypqvo06keae&urlfix=1&adurl= | label=0 | frequency=1
[[Snapshot 48] [Node securepubads.g.doubleclick.net/pcs/view?xai=akaojsvrgmwivmj8vj0yeosrmlhpeblro9iv9v1rs-ntmll26gxenzwi0y-sxl5orcjrglw3dgqf1c3d5cwisrtcky6ytw5nteiefv4-czgp3yebhoqzxxuogl3twkdsczuicdpyad0yqj8hjiiqhnqbbt4bjtdp8ro2qauyg_6tjx3kqjtqedwhe5wuo_jrlnlu28vr7udztgaanncpm93pfyexcouvtqzfzdehjvnbtgz7nhka60ygrxvhgscf2yiypphuupe6lqaj5cdgiouec2bvla&sai=amfl-yqc4puspz87kog7sz3yr0ald-oijhfnpizoit_nasdfu3hjz58y9xsfvzidguhziorszs7y2axxyq9sj1skw_fhhniwbyitvieub1elog&sig=cg0arkjszhhisby8vd3jeae&urlfix=1&adurl=] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/pcs/view?xai=akaojsvrgmwivmj8vj0yeosrmlhpeblro9iv9v1rs-ntmll26gxenzwi0y-sxl5orcjrglw3dgqf1c3d5cwisrtcky6ytw5nteiefv4-czgp3yebhoqzxxuogl3twkdsczuicdpyad0yqj8hjiiqhnqbbt4bjtdp8ro2qauyg_6tjx3kqjtqedwhe5wuo_jrlnlu28vr7udztgaanncpm93pfyexcouvtqzfzdehjvnbtgz7nhka60ygrxvhgscf2yiypphuupe6lqaj5cdgiouec2bvla&sai=amfl-yqc4puspz87kog7sz3yr0ald-oijhfnpizoit_nasdfu3hjz58y9xsfvzidguhziorszs7y2axxyq9sj1skw_fhhniwbyitvieub1elog&sig=cg0arkjszhhisby8vd3jeae&urlfix=1&adurl= | label=0 | frequency=1
[[Snapshot 48] [Node pixel.adsafeprotected.com/jload?anid=922375&campid=300x250&pubid=4439653172&chanid=21737036758&placementid=4422502293&pubcreative=138252927504&puborder=2142884543&cb=1678555983] type=6 | type_name=NetFlowObject | properties=pixel.adsafeprotected.com/jload?anid=922375&campid=300x250&pubid=4439653172&chanid=21737036758&placementid=4422502293&pubcreative=138252927504&puborder=2142884543&cb=1678555983 | label=0 | frequency=1
[[Snapshot 48] [Node 52270] type=3 | type_name=NETFLOW_OBJECT | properties=52270 | label=0 | frequency=1
[[Snapshot 48] [Node securepubads.g.doubleclick.net/pcs/view?xai=akaojsti1zypuq1ozpk8sf4w5g3pc5fqvnkwttqmwf7ur92ra8nbw3xc267d3fhtstncxgjudf6mngxhsxcupmjd-7err4ltjs6kiqr21xdt5xlprqi4p4evbz4ut-bngrqo3i0fmn1aa0-cqduuduchpaoloywdb9pmyvofdtdzsra4yu8oqn8wdij0ivyw8fzeb5yxnedpwtfupl59aon5mfidwksiscnm8hskbnz6-__jgf-xou6kchkwj0isxnz_vfxamfxovlwfyh2y_qxd7d6k&sai=amfl-ysjvo8nenyeexal3py5qvdkxgcnvn634zzcwrzyfesk6qyhnb6w9cpmiiyda0i2sldp_-nfvfx1tqhydbriqlohtm6zca8cwjlcs10taa&sig=cg0arkjszliydqhzyevqeae&urlfix=1&adurl=] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/pcs/view?xai=akaojsti1zypuq1ozpk8sf4w5g3pc5fqvnkwttqmwf7ur92ra8nbw3xc267d3fhtstncxgjudf6mngxhsxcupmjd-7err4ltjs6kiqr21xdt5xlprqi4p4evbz4ut-bngrqo3i0fmn1aa0-cqduuduchpaoloywdb9pmyvofdtdzsra4yu8oqn8wdij0ivyw8fzeb5yxnedpwtfupl59aon5mfidwksiscnm8hskbnz6-__jgf-xou6kchkwj0isxnz_vfxamfxovlwfyh2y_qxd7d6k&sai=amfl-ysjvo8nenyeexal3py5qvdkxgcnvn634zzcwrzyfesk6qyhnb6w9cpmiiyda0i2sldp_-nfvfx1tqhydbriqlohtm6zca8cwjlcs10taa&sig=cg0arkjszliydqhzyevqeae&urlfix=1&adurl= | label=0 | frequency=1
[[Snapshot 48] [Node connection_192.168.223.130_149.165.180.19] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_149.165.180.19 | label=0 | frequency=5
[[Snapshot 48] [Node connection_192.168.223.130_205.185.216.10] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_205.185.216.10 | label=0 | frequency=4
[[Snapshot 48] [Node 205.185.216.10] type=3 | type_name=NETFLOW_OBJECT | properties=205.185.216.10 | label=0 | frequency=7
[[Snapshot 48] [Node session_69.172.216.55_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_69.172.216.55_443 | label=0 | frequency=1
