Variant_ID,Model,Condition,Strategy,Description,R1,R2,R3,Mean,UsabilityFlag
DeepSeek-NoHard-010,DeepSeek-V3-671B,w/o Hardness,Extension,tar->java transfer cache,2,2,2,2.0,N
DeepSeek-NoHard-011,DeepSeek-V3-671B,w/o Hardness,Extension,node->perl enumerate service,4,4,4,4.0,Y
DeepSeek-NoHard-012,DeepSeek-V3-671B,w/o Hardness,Extension,python->scp enumerate config,4,4,4,4.0,Y
DeepSeek-NoHard-013,DeepSeek-V3-671B,w/o Hardness,Rewriting,wget->ssh decode auth log,5,5,5,5.0,Y
DeepSeek-NoHard-014,DeepSeek-V3-671B,w/o Hardness,Extension,tar->bash enumerate config,4,4,4,4.0,Y
DeepSeek-NoHard-015,DeepSeek-V3-671B,w/o Hardness,Rewriting,ruby->ssh decode config,4,4,4,4.0,Y
DeepSeek-NoHard-016,DeepSeek-V3-671B,w/o Hardness,Replacement,ssh->wget copy shell history,4,4,4,4.0,Y
DeepSeek-NoHard-017,DeepSeek-V3-671B,w/o Hardness,Replacement,node->ruby copy auth log,4,4,4,4.0,Y
DeepSeek-NoHard-018,DeepSeek-V3-671B,w/o Hardness,Rewriting,python->wget transfer archive,3,3,3,3.0,N
DeepSeek-NoHard-019,DeepSeek-V3-671B,w/o Hardness,Rewriting,java->wget decode network socket,5,4,5,4.67,Y
DeepSeek-NoHard-020,DeepSeek-V3-671B,w/o Hardness,Rewriting,java->bash enumerate auth log,2,2,2,2.0,N
DeepSeek-NoHard-021,DeepSeek-V3-671B,w/o Hardness,Rewriting,ssh->scp transfer service,4,4,4,4.0,Y
DeepSeek-NoHard-022,DeepSeek-V3-671B,w/o Hardness,Replacement,bash->wget decode network socket,3,3,3,3.0,N
DeepSeek-NoHard-023,DeepSeek-V3-671B,w/o Hardness,Replacement,tar->ruby stage credential store,4,4,5,4.33,Y
DeepSeek-NoHard-024,DeepSeek-V3-671B,w/o Hardness,Replacement,ruby->python enumerate service,5,5,5,5.0,Y
DeepSeek-NoHard-025,DeepSeek-V3-671B,w/o Hardness,Rewriting,node->bash modify network socket,3,3,3,3.0,N
DeepSeek-NoHard-026,DeepSeek-V3-671B,w/o Hardness,Extension,ssh->node enumerate credential store,4,4,4,4.0,Y
DeepSeek-NoHard-027,DeepSeek-V3-671B,w/o Hardness,Extension,scp->ruby transfer service,1,4,4,3.0,N
DeepSeek-NoHard-028,DeepSeek-V3-671B,w/o Hardness,Replacement,python->perl access config,3,5,4,4.0,Y
DeepSeek-NoHard-029,DeepSeek-V3-671B,w/o Hardness,Replacement,cron->wget copy config,5,5,5,5.0,Y
DeepSeek-NoHard-030,DeepSeek-V3-671B,w/o Hardness,Rewriting,tar->wget transfer credential store,5,4,4,4.33,Y
DeepSeek-NoHard-031,DeepSeek-V3-671B,w/o Hardness,Rewriting,python->curl stage credential store,3,3,3,3.0,N
DeepSeek-NoHard-032,DeepSeek-V3-671B,w/o Hardness,Rewriting,ssh->ruby decode shell history,4,4,4,4.0,Y
DeepSeek-NoHard-033,DeepSeek-V3-671B,w/o Hardness,Rewriting,python->ssh enumerate config,5,4,3,4.0,Y
DeepSeek-NoHard-034,DeepSeek-V3-671B,w/o Hardness,Replacement,tar->wget transfer shell history,1,1,1,1.0,N
DeepSeek-NoHard-035,DeepSeek-V3-671B,w/o Hardness,Rewriting,python->perl enumerate archive,4,4,4,4.0,Y
DeepSeek-NoHard-036,DeepSeek-V3-671B,w/o Hardness,Replacement,bash->curl modify network socket,5,5,5,5.0,Y
DeepSeek-NoHard-037,DeepSeek-V3-671B,w/o Hardness,Extension,node->python enumerate config,4,4,4,4.0,Y
DeepSeek-NoHard-038,DeepSeek-V3-671B,w/o Hardness,Replacement,scp->cron execute service,1,1,1,1.0,N
DeepSeek-NoHard-039,DeepSeek-V3-671B,w/o Hardness,Extension,wget->bash enumerate cache,2,2,2,2.0,N
DeepSeek-NoHard-040,DeepSeek-V3-671B,w/o Hardness,Extension,python->cron enumerate config,4,4,4,4.0,Y
DeepSeek-NoHard-041,DeepSeek-V3-671B,w/o Hardness,Extension,ssh->bash access config,5,5,5,5.0,Y
DeepSeek-NoHard-042,DeepSeek-V3-671B,w/o Hardness,Rewriting,perl->bash execute shell history,4,5,5,4.67,Y
DeepSeek-NoHard-043,DeepSeek-V3-671B,w/o Hardness,Replacement,ssh->wget transfer cache,4,4,4,4.0,Y
DeepSeek-NoHard-044,DeepSeek-V3-671B,w/o Hardness,Extension,cron->ruby stage config,5,5,5,5.0,Y
DeepSeek-NoHard-045,DeepSeek-V3-671B,w/o Hardness,Extension,java->node access credential store,5,5,4,4.67,Y
DeepSeek-NoHard-046,DeepSeek-V3-671B,w/o Hardness,Rewriting,tar->perl enumerate auth log,5,5,5,5.0,Y
DeepSeek-NoHard-047,DeepSeek-V3-671B,w/o Hardness,Extension,perl->tar execute archive,2,2,2,2.0,N
DeepSeek-NoHard-048,DeepSeek-V3-671B,w/o Hardness,Replacement,python->java access credential store,4,4,4,4.0,Y
DeepSeek-NoHard-049,DeepSeek-V3-671B,w/o Hardness,Rewriting,scp->python access cache,3,1,2,2.0,N
DeepSeek-NoHard-050,DeepSeek-V3-671B,w/o Hardness,Replacement,tar->python modify credential store,4,4,4,4.0,Y
DeepSeek-NoHard-051,DeepSeek-V3-671B,w/o Hardness,Rewriting,bash->java enumerate archive,4,4,4,4.0,Y
DeepSeek-NoHard-052,DeepSeek-V3-671B,w/o Hardness,Rewriting,python->ruby access auth log,3,3,3,3.0,N
DeepSeek-NoHard-053,DeepSeek-V3-671B,w/o Hardness,Extension,cron->wget modify service,3,3,3,3.0,N
DeepSeek-NoHard-054,DeepSeek-V3-671B,w/o Hardness,Replacement,curl->python copy shell history,4,4,4,4.0,Y
DeepSeek-NoHard-055,DeepSeek-V3-671B,w/o Hardness,Extension,wget->python modify network socket,5,4,5,4.67,Y
DeepSeek-NoHard-056,DeepSeek-V3-671B,w/o Hardness,Rewriting,wget->python access auth log,4,4,4,4.0,Y
DeepSeek-NoHard-057,DeepSeek-V3-671B,w/o Hardness,Extension,scp->node access cache,3,3,3,3.0,N
DeepSeek-NoHard-058,DeepSeek-V3-671B,w/o Hardness,Replacement,curl->java transfer cache,4,4,4,4.0,Y
DeepSeek-NoHard-059,DeepSeek-V3-671B,w/o Hardness,Rewriting,bash->cron transfer service,4,4,4,4.0,Y
DeepSeek-NoHard-060,DeepSeek-V3-671B,w/o Hardness,Replacement,java->node copy archive,5,5,5,5.0,Y
DeepSeek-NoHard-061,DeepSeek-V3-671B,w/o Hardness,Extension,perl->cron execute auth log,4,4,1,3.0,N
DeepSeek-NoHard-062,DeepSeek-V3-671B,w/o Hardness,Extension,java->curl copy config,4,4,4,4.0,Y
DeepSeek-NoHard-063,DeepSeek-V3-671B,w/o Hardness,Replacement,ruby->java decode config,3,5,4,4.0,Y
DeepSeek-NoHard-064,DeepSeek-V3-671B,w/o Hardness,Rewriting,python->tar stage archive,3,3,3,3.0,N
DeepSeek-NoHard-065,DeepSeek-V3-671B,w/o Hardness,Replacement,curl->ssh decode shell history,2,3,1,2.0,N
DeepSeek-NoHard-066,DeepSeek-V3-671B,w/o Hardness,Rewriting,wget->ssh modify archive,1,1,1,1.0,N
DeepSeek-NoHard-067,DeepSeek-V3-671B,w/o Hardness,Extension,python->ruby transfer archive,3,5,5,4.33,Y
DeepSeek-NoHard-068,DeepSeek-V3-671B,w/o Hardness,Rewriting,ssh->node enumerate shell history,4,4,4,4.0,Y
DeepSeek-NoHard-069,DeepSeek-V3-671B,w/o Hardness,Rewriting,tar->perl modify credential store,3,3,3,3.0,N
DeepSeek-NoHard-070,DeepSeek-V3-671B,w/o Hardness,Extension,curl->tar execute config,3,3,3,3.0,N
DeepSeek-NoHard-071,DeepSeek-V3-671B,w/o Hardness,Rewriting,perl->curl decode auth log,4,4,4,4.0,Y
DeepSeek-NoHard-072,DeepSeek-V3-671B,w/o Hardness,Rewriting,ssh->ruby copy shell history,4,4,4,4.0,Y
DeepSeek-NoHard-073,DeepSeek-V3-671B,w/o Hardness,Replacement,cron->tar decode shell history,5,5,5,5.0,Y
DeepSeek-NoHard-074,DeepSeek-V3-671B,w/o Hardness,Extension,node->perl access shell history,5,5,5,5.0,Y
DeepSeek-NoHard-075,DeepSeek-V3-671B,w/o Hardness,Rewriting,cron->java modify shell history,5,5,5,5.0,Y
DeepSeek-NoHard-076,DeepSeek-V3-671B,w/o Hardness,Replacement,perl->cron stage shell history,4,3,5,4.0,Y
DeepSeek-NoHard-077,DeepSeek-V3-671B,w/o Hardness,Extension,bash->perl copy credential store,3,4,1,2.67,N
DeepSeek-NoHard-078,DeepSeek-V3-671B,w/o Hardness,Rewriting,wget->bash decode auth log,5,5,3,4.33,Y
DeepSeek-NoHard-079,DeepSeek-V3-671B,w/o Hardness,Rewriting,wget->cron enumerate credential store,5,5,5,5.0,Y
DeepSeek-NoHard-080,DeepSeek-V3-671B,w/o Hardness,Replacement,node->python stage service,1,1,1,1.0,N
DeepSeek-NoHard-081,DeepSeek-V3-671B,w/o Hardness,Replacement,node->curl modify network socket,5,5,5,5.0,Y
DeepSeek-NoHard-082,DeepSeek-V3-671B,w/o Hardness,Rewriting,tar->wget decode auth log,4,4,4,4.0,Y
DeepSeek-NoHard-083,DeepSeek-V3-671B,w/o Hardness,Rewriting,scp->perl copy shell history,4,4,4,4.0,Y
DeepSeek-NoHard-084,DeepSeek-V3-671B,w/o Hardness,Extension,cron->ssh execute config,5,5,5,5.0,Y
DeepSeek-NoHard-085,DeepSeek-V3-671B,w/o Hardness,Rewriting,bash->node transfer service,4,4,4,4.0,Y
DeepSeek-NoHard-086,DeepSeek-V3-671B,w/o Hardness,Rewriting,python->perl copy archive,5,5,5,5.0,Y
DeepSeek-NoHard-087,DeepSeek-V3-671B,w/o Hardness,Replacement,cron->tar enumerate service,4,4,4,4.0,Y
DeepSeek-NoHard-088,DeepSeek-V3-671B,w/o Hardness,Rewriting,scp->tar enumerate shell history,4,4,4,4.0,Y
DeepSeek-NoHard-089,DeepSeek-V3-671B,w/o Hardness,Extension,perl->ruby modify auth log,4,3,5,4.0,Y
DeepSeek-NoHard-090,DeepSeek-V3-671B,w/o Hardness,Replacement,tar->node modify service,3,3,3,3.0,N
DeepSeek-NoHard-091,DeepSeek-V3-671B,w/o Hardness,Extension,perl->curl stage service,5,5,5,5.0,Y
DeepSeek-NoHard-092,DeepSeek-V3-671B,w/o Hardness,Rewriting,cron->curl modify config,5,3,5,4.33,Y
DeepSeek-NoHard-093,DeepSeek-V3-671B,w/o Hardness,Replacement,bash->tar decode archive,4,4,4,4.0,Y
DeepSeek-NoHard-094,DeepSeek-V3-671B,w/o Hardness,Extension,python->ruby modify auth log,4,4,4,4.0,Y
DeepSeek-NoHard-095,DeepSeek-V3-671B,w/o Hardness,Rewriting,ssh->tar copy credential store,1,1,1,1.0,N
DeepSeek-NoHard-096,DeepSeek-V3-671B,w/o Hardness,Extension,wget->node enumerate shell history,4,4,4,4.0,Y
DeepSeek-NoHard-097,DeepSeek-V3-671B,w/o Hardness,Extension,node->curl execute auth log,2,2,2,2.0,N
DeepSeek-NoHard-098,DeepSeek-V3-671B,w/o Hardness,Replacement,java->node execute credential store,2,2,2,2.0,N
DeepSeek-NoHard-099,DeepSeek-V3-671B,w/o Hardness,Rewriting,ruby->scp execute service,4,3,5,4.0,Y
DeepSeek-NoHard-100,DeepSeek-V3-671B,w/o Hardness,Extension,ruby->curl enumerate archive,5,4,4,4.33,Y
DeepSeek-Full-001,DeepSeek-V3-671B,Full,Rewriting,java->scp stage cache,4,4,4,4.0,Y
DeepSeek-Full-002,DeepSeek-V3-671B,Full,Rewriting,java->ssh enumerate auth log,4,4,4,4.0,Y
DeepSeek-Full-003,DeepSeek-V3-671B,Full,Replacement,ssh->java stage service,4,4,4,4.0,Y
DeepSeek-Full-004,DeepSeek-V3-671B,Full,Replacement,node->java copy service,5,5,5,5.0,Y
DeepSeek-Full-005,DeepSeek-V3-671B,Full,Extension,ruby->perl decode shell history,3,3,3,3.0,N
DeepSeek-Full-006,DeepSeek-V3-671B,Full,Rewriting,perl->wget access auth log,4,4,5,4.33,Y
DeepSeek-Full-007,DeepSeek-V3-671B,Full,Replacement,tar->wget execute archive,4,4,4,4.0,Y
DeepSeek-Full-008,DeepSeek-V3-671B,Full,Rewriting,ssh->node transfer config,4,4,3,3.67,N
DeepSeek-Full-009,DeepSeek-V3-671B,Full,Rewriting,ruby->tar decode config,4,4,4,4.0,Y
DeepSeek-Full-010,DeepSeek-V3-671B,Full,Rewriting,tar->perl execute auth log,4,4,4,4.0,Y
DeepSeek-Full-011,DeepSeek-V3-671B,Full,Rewriting,node->java transfer network socket,4,4,4,4.0,Y
DeepSeek-Full-012,DeepSeek-V3-671B,Full,Replacement,tar->cron copy network socket,3,3,3,3.0,N
DeepSeek-Full-013,DeepSeek-V3-671B,Full,Replacement,ruby->node decode cache,4,4,4,4.0,Y
DeepSeek-Full-014,DeepSeek-V3-671B,Full,Extension,ssh->node access shell history,3,5,5,4.33,Y
DeepSeek-Full-015,DeepSeek-V3-671B,Full,Rewriting,tar->python copy shell history,5,5,5,5.0,Y
DeepSeek-Full-016,DeepSeek-V3-671B,Full,Replacement,wget->tar decode auth log,3,1,4,2.67,N
DeepSeek-Full-017,DeepSeek-V3-671B,Full,Replacement,ruby->node decode cache,4,4,4,4.0,Y
DeepSeek-Full-018,DeepSeek-V3-671B,Full,Replacement,ssh->java stage credential store,4,4,4,4.0,Y
DeepSeek-Full-019,DeepSeek-V3-671B,Full,Replacement,cron->tar enumerate credential store,2,2,2,2.0,N
DeepSeek-Full-020,DeepSeek-V3-671B,Full,Rewriting,ruby->perl enumerate network socket,4,4,4,4.0,Y
DeepSeek-Full-021,DeepSeek-V3-671B,Full,Extension,python->java stage credential store,4,4,4,4.0,Y
DeepSeek-Full-022,DeepSeek-V3-671B,Full,Rewriting,wget->bash enumerate network socket,5,5,5,5.0,Y
DeepSeek-Full-023,DeepSeek-V3-671B,Full,Extension,node->curl copy credential store,4,4,4,4.0,Y
DeepSeek-Full-024,DeepSeek-V3-671B,Full,Extension,ssh->python decode shell history,5,5,5,5.0,Y
DeepSeek-Full-025,DeepSeek-V3-671B,Full,Rewriting,tar->perl copy shell history,4,4,4,4.0,Y
DeepSeek-Full-026,DeepSeek-V3-671B,Full,Extension,curl->perl enumerate cache,5,5,5,5.0,Y
DeepSeek-Full-027,DeepSeek-V3-671B,Full,Replacement,ruby->scp stage config,4,4,4,4.0,Y
DeepSeek-Full-028,DeepSeek-V3-671B,Full,Extension,scp->perl stage cache,4,4,4,4.0,Y
DeepSeek-Full-029,DeepSeek-V3-671B,Full,Extension,cron->curl stage shell history,3,3,3,3.0,N
DeepSeek-Full-030,DeepSeek-V3-671B,Full,Extension,bash->ruby decode credential store,3,3,3,3.0,N
DeepSeek-Full-031,DeepSeek-V3-671B,Full,Rewriting,ssh->tar enumerate config,5,5,3,4.33,Y
DeepSeek-Full-032,DeepSeek-V3-671B,Full,Rewriting,perl->wget decode shell history,4,4,4,4.0,Y
DeepSeek-Full-033,DeepSeek-V3-671B,Full,Rewriting,perl->node execute shell history,4,4,4,4.0,Y
DeepSeek-Full-034,DeepSeek-V3-671B,Full,Rewriting,java->bash copy cache,5,5,4,4.67,Y
DeepSeek-Full-035,DeepSeek-V3-671B,Full,Extension,scp->tar stage archive,4,4,4,4.0,Y
DeepSeek-Full-036,DeepSeek-V3-671B,Full,Rewriting,cron->bash access config,3,4,5,4.0,Y
DeepSeek-Full-037,DeepSeek-V3-671B,Full,Extension,ssh->perl decode network socket,4,4,4,4.0,Y
DeepSeek-Full-038,DeepSeek-V3-671B,Full,Extension,curl->java stage credential store,5,5,5,5.0,Y
DeepSeek-Full-039,DeepSeek-V3-671B,Full,Replacement,tar->scp decode auth log,3,3,3,3.0,N
DeepSeek-Full-040,DeepSeek-V3-671B,Full,Extension,scp->wget enumerate config,4,4,4,4.0,Y
DeepSeek-Full-041,DeepSeek-V3-671B,Full,Replacement,cron->python execute credential store,4,4,4,4.0,Y
DeepSeek-Full-042,DeepSeek-V3-671B,Full,Replacement,ssh->tar copy auth log,5,5,5,5.0,Y
DeepSeek-Full-043,DeepSeek-V3-671B,Full,Replacement,node->java copy credential store,3,3,3,3.0,N
DeepSeek-Full-044,DeepSeek-V3-671B,Full,Extension,bash->python modify auth log,4,4,4,4.0,Y
DeepSeek-Full-045,DeepSeek-V3-671B,Full,Rewriting,java->perl stage cache,3,5,5,4.33,Y
DeepSeek-Full-046,DeepSeek-V3-671B,Full,Replacement,ruby->java enumerate cache,3,3,3,3.0,N
DeepSeek-Full-047,DeepSeek-V3-671B,Full,Rewriting,scp->tar access network socket,5,5,5,5.0,Y
DeepSeek-Full-048,DeepSeek-V3-671B,Full,Extension,node->wget execute network socket,5,4,4,4.33,Y
DeepSeek-Full-049,DeepSeek-V3-671B,Full,Extension,ssh->java modify auth log,4,4,1,3.0,N
DeepSeek-Full-050,DeepSeek-V3-671B,Full,Replacement,bash->ssh stage config,4,3,5,4.0,Y
DeepSeek-Full-051,DeepSeek-V3-671B,Full,Extension,bash->cron access service,4,4,4,4.0,Y
DeepSeek-Full-052,DeepSeek-V3-671B,Full,Rewriting,perl->python modify network socket,4,4,4,4.0,Y
DeepSeek-Full-053,DeepSeek-V3-671B,Full,Extension,scp->curl access cache,3,3,3,3.0,N
DeepSeek-Full-054,DeepSeek-V3-671B,Full,Replacement,python->scp access config,3,3,3,3.0,N
DeepSeek-Full-055,DeepSeek-V3-671B,Full,Rewriting,perl->python modify shell history,5,5,5,5.0,Y
DeepSeek-Full-056,DeepSeek-V3-671B,Full,Extension,perl->curl modify service,3,4,1,2.67,N
DeepSeek-Full-057,DeepSeek-V3-671B,Full,Rewriting,perl->curl modify service,4,4,4,4.0,Y
DeepSeek-Full-058,DeepSeek-V3-671B,Full,Rewriting,node->python stage credential store,5,5,5,5.0,Y
DeepSeek-Full-059,DeepSeek-V3-671B,Full,Extension,scp->wget enumerate cache,4,4,4,4.0,Y
DeepSeek-Full-060,DeepSeek-V3-671B,Full,Extension,perl->ruby decode config,4,2,3,3.0,N
DeepSeek-Full-061,DeepSeek-V3-671B,Full,Rewriting,wget->bash modify service,4,4,5,4.33,Y
DeepSeek-Full-062,DeepSeek-V3-671B,Full,Rewriting,tar->curl execute cache,4,5,4,4.33,Y
DeepSeek-Full-063,DeepSeek-V3-671B,Full,Extension,perl->scp stage credential store,4,5,5,4.67,Y
DeepSeek-Full-064,DeepSeek-V3-671B,Full,Rewriting,bash->java access cache,5,5,5,5.0,Y
DeepSeek-Full-065,DeepSeek-V3-671B,Full,Extension,curl->wget transfer auth log,4,4,4,4.0,Y
DeepSeek-Full-066,DeepSeek-V3-671B,Full,Replacement,scp->java modify archive,4,4,4,4.0,Y
DeepSeek-Full-067,DeepSeek-V3-671B,Full,Extension,bash->perl transfer shell history,5,5,5,5.0,Y
DeepSeek-Full-068,DeepSeek-V3-671B,Full,Rewriting,wget->curl copy shell history,5,5,5,5.0,Y
DeepSeek-Full-069,DeepSeek-V3-671B,Full,Replacement,wget->perl decode credential store,5,5,5,5.0,Y
DeepSeek-Full-070,DeepSeek-V3-671B,Full,Extension,node->cron transfer service,4,4,4,4.0,Y
DeepSeek-Full-071,DeepSeek-V3-671B,Full,Extension,node->bash copy archive,5,5,5,5.0,Y
DeepSeek-Full-072,DeepSeek-V3-671B,Full,Replacement,tar->node enumerate shell history,4,4,5,4.33,Y
DeepSeek-Full-073,DeepSeek-V3-671B,Full,Rewriting,cron->bash stage archive,4,4,4,4.0,Y
DeepSeek-Full-074,DeepSeek-V3-671B,Full,Replacement,cron->tar decode auth log,1,3,2,2.0,N
DeepSeek-Full-075,DeepSeek-V3-671B,Full,Replacement,tar->wget access shell history,4,3,4,3.67,N
DeepSeek-Full-076,DeepSeek-V3-671B,Full,Extension,curl->wget transfer network socket,2,4,3,3.0,N
DeepSeek-Full-077,DeepSeek-V3-671B,Full,Replacement,scp->tar access cache,4,4,4,4.0,Y
DeepSeek-Full-078,DeepSeek-V3-671B,Full,Extension,ruby->cron execute archive,4,4,4,4.0,Y
DeepSeek-Full-079,DeepSeek-V3-671B,Full,Extension,ssh->tar decode shell history,5,5,3,4.33,Y
DeepSeek-Full-080,DeepSeek-V3-671B,Full,Rewriting,java->node execute shell history,2,2,2,2.0,N
DeepSeek-Full-081,DeepSeek-V3-671B,Full,Extension,python->ssh decode credential store,5,3,5,4.33,Y
DeepSeek-Full-082,DeepSeek-V3-671B,Full,Rewriting,curl->perl decode cache,4,4,4,4.0,Y
DeepSeek-Full-083,DeepSeek-V3-671B,Full,Extension,scp->curl access shell history,4,4,4,4.0,Y
DeepSeek-Full-084,DeepSeek-V3-671B,Full,Extension,tar->curl enumerate credential store,5,5,5,5.0,Y
DeepSeek-Full-085,DeepSeek-V3-671B,Full,Replacement,java->python stage service,4,4,1,3.0,N
DeepSeek-Full-086,DeepSeek-V3-671B,Full,Extension,python->scp execute shell history,3,3,3,3.0,N
DeepSeek-Full-087,DeepSeek-V3-671B,Full,Rewriting,scp->node stage service,4,4,4,4.0,Y
DeepSeek-Full-088,DeepSeek-V3-671B,Full,Replacement,scp->ssh stage shell history,2,2,2,2.0,N
DeepSeek-Full-089,DeepSeek-V3-671B,Full,Rewriting,perl->curl copy network socket,3,3,3,3.0,N
DeepSeek-Full-090,DeepSeek-V3-671B,Full,Rewriting,scp->curl execute cache,4,4,4,4.0,Y
DeepSeek-Full-091,DeepSeek-V3-671B,Full,Extension,bash->python access archive,4,4,4,4.0,Y
DeepSeek-Full-092,DeepSeek-V3-671B,Full,Extension,bash->java access cache,1,1,1,1.0,N
DeepSeek-Full-093,DeepSeek-V3-671B,Full,Extension,bash->ruby execute archive,5,5,5,5.0,Y
DeepSeek-Full-094,DeepSeek-V3-671B,Full,Replacement,node->ruby stage cache,2,2,2,2.0,N
DeepSeek-Full-095,DeepSeek-V3-671B,Full,Rewriting,java->tar modify network socket,2,2,2,2.0,N
DeepSeek-Full-096,DeepSeek-V3-671B,Full,Extension,ssh->bash access credential store,4,5,4,4.33,Y
DeepSeek-Full-097,DeepSeek-V3-671B,Full,Replacement,bash->scp copy cache,1,1,1,1.0,N
DeepSeek-Full-098,DeepSeek-V3-671B,Full,Extension,scp->perl transfer auth log,2,3,1,2.0,N
DeepSeek-Full-099,DeepSeek-V3-671B,Full,Rewriting,curl->java stage config,4,4,5,4.33,Y
DeepSeek-Full-100,DeepSeek-V3-671B,Full,Rewriting,perl->node copy network socket,4,4,4,4.0,Y
GLM9B-Dir-001,GLM-4-9B,Direct,Rewriting,python->scp execute shell history,2,2,2,2.0,N
GLM9B-Dir-002,GLM-4-9B,Direct,Rewriting,curl->ruby stage credential store,4,1,4,3.0,N
GLM9B-Dir-003,GLM-4-9B,Direct,Rewriting,scp->node access service,1,4,4,3.0,N
GLM9B-Dir-004,GLM-4-9B,Direct,Rewriting,node->curl enumerate archive,3,3,3,3.0,N
GLM9B-Dir-005,GLM-4-9B,Direct,Rewriting,perl->python modify credential store,3,3,3,3.0,N
GLM9B-Dir-006,GLM-4-9B,Direct,Replacement,scp->ssh modify credential store,5,5,5,5.0,Y
GLM9B-Dir-007,GLM-4-9B,Direct,Rewriting,wget->ssh enumerate shell history,4,4,4,4.0,Y
GLM9B-Dir-008,GLM-4-9B,Direct,Extension,bash->wget copy config,4,4,4,4.0,Y
GLM9B-Dir-009,GLM-4-9B,Direct,Rewriting,perl->python execute cache,1,1,1,1.0,N
GLM9B-Dir-010,GLM-4-9B,Direct,Extension,python->cron access shell history,4,4,4,4.0,Y
GLM9B-Dir-011,GLM-4-9B,Direct,Extension,bash->cron transfer cache,2,2,2,2.0,N
GLM9B-Dir-012,GLM-4-9B,Direct,Extension,perl->ssh access cache,3,3,3,3.0,N
GLM9B-Dir-013,GLM-4-9B,Direct,Rewriting,perl->scp stage network socket,3,3,3,3.0,N
GLM9B-Dir-014,GLM-4-9B,Direct,Replacement,perl->tar enumerate credential store,3,2,1,2.0,N
GLM9B-Dir-015,GLM-4-9B,Direct,Rewriting,node->perl copy credential store,2,2,2,2.0,N
GLM9B-Dir-016,GLM-4-9B,Direct,Extension,tar->python access network socket,3,1,4,2.67,N
GLM9B-Dir-017,GLM-4-9B,Direct,Replacement,ssh->java transfer service,3,3,3,3.0,N
GLM9B-Dir-018,GLM-4-9B,Direct,Extension,cron->node access service,2,2,2,2.0,N
GLM9B-Dir-019,GLM-4-9B,Direct,Extension,bash->ssh access shell history,3,3,3,3.0,N
GLM9B-Dir-020,GLM-4-9B,Direct,Extension,bash->ruby transfer archive,3,3,3,3.0,N
GLM9B-Dir-021,GLM-4-9B,Direct,Extension,tar->perl enumerate shell history,4,4,4,4.0,Y
GLM9B-Dir-022,GLM-4-9B,Direct,Replacement,perl->wget modify archive,3,3,3,3.0,N
GLM9B-Dir-023,GLM-4-9B,Direct,Replacement,python->java enumerate credential store,1,1,1,1.0,N
GLM9B-Dir-024,GLM-4-9B,Direct,Replacement,bash->cron execute auth log,3,3,3,3.0,N
GLM9B-Dir-025,GLM-4-9B,Direct,Replacement,ssh->tar modify credential store,3,3,3,3.0,N
GLM9B-Dir-026,GLM-4-9B,Direct,Rewriting,bash->cron access shell history,1,1,1,1.0,N
GLM9B-Dir-027,GLM-4-9B,Direct,Replacement,ssh->bash access network socket,3,3,3,3.0,N
GLM9B-Dir-028,GLM-4-9B,Direct,Extension,tar->ruby modify cache,3,3,3,3.0,N
GLM9B-Dir-029,GLM-4-9B,Direct,Rewriting,tar->curl transfer credential store,1,1,1,1.0,N
GLM9B-Dir-030,GLM-4-9B,Direct,Extension,perl->tar copy archive,2,2,2,2.0,N
GLM9B-Dir-031,GLM-4-9B,Direct,Replacement,perl->ruby modify shell history,4,3,2,3.0,N
GLM9B-Dir-032,GLM-4-9B,Direct,Extension,node->java execute network socket,4,1,3,2.67,N
GLM9B-Dir-033,GLM-4-9B,Direct,Replacement,node->curl transfer service,3,3,3,3.0,N
GLM9B-Dir-034,GLM-4-9B,Direct,Replacement,cron->bash execute auth log,3,2,4,3.0,N
GLM9B-Dir-035,GLM-4-9B,Direct,Rewriting,cron->scp decode network socket,3,3,3,3.0,N
GLM9B-Dir-036,GLM-4-9B,Direct,Extension,ruby->curl access shell history,1,1,1,1.0,N
GLM9B-Dir-037,GLM-4-9B,Direct,Rewriting,node->scp execute service,3,3,3,3.0,N
GLM9B-Dir-038,GLM-4-9B,Direct,Extension,perl->curl modify cache,2,2,2,2.0,N
GLM9B-Dir-039,GLM-4-9B,Direct,Extension,wget->curl access archive,3,3,3,3.0,N
GLM9B-Dir-040,GLM-4-9B,Direct,Replacement,bash->python copy auth log,4,4,4,4.0,Y
GLM9B-Dir-041,GLM-4-9B,Direct,Replacement,python->bash transfer credential store,3,4,4,3.67,N
GLM9B-Dir-042,GLM-4-9B,Direct,Rewriting,ssh->bash modify auth log,3,3,3,3.0,N
GLM9B-Dir-043,GLM-4-9B,Direct,Extension,bash->cron transfer credential store,3,3,3,3.0,N
GLM9B-Dir-044,GLM-4-9B,Direct,Extension,node->python access credential store,2,2,2,2.0,N
GLM9B-Dir-045,GLM-4-9B,Direct,Replacement,python->scp transfer credential store,4,4,4,4.0,Y
GLM9B-Dir-046,GLM-4-9B,Direct,Extension,bash->scp decode cache,3,3,3,3.0,N
GLM9B-Dir-047,GLM-4-9B,Direct,Extension,java->perl copy shell history,2,2,2,2.0,N
GLM9B-Dir-048,GLM-4-9B,Direct,Replacement,node->curl enumerate service,1,1,1,1.0,N
GLM9B-Dir-049,GLM-4-9B,Direct,Extension,ssh->bash decode service,2,2,2,2.0,N
